:	Dot	-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Black	Dot	0	5/I	5/10	5/20	5/30	4/I	4/10	4/20	4/30	3/I	3/10	3/20	3/30	2/I	2/10	2/20	2/30	1/I	1/10	1/20	1/30	0/I	0/10	0/20	0/30	-1/I	-1/10	-1/20	-1/30	-2/I	-2/10	-2/20	-2/30	-3-I	-3/10	-3/20	-3/30	-4/I	-4/10	-4/20	-4/30	-5/I	-5/10	-5/20	-5/30	
Black	Dot	1	30	43.0	43.0	43.0	32	46.0	46.0	46.0	34	49.0	49.0	49.0	36	52.0	52.0	52.0	38	55.0	56.0	55.0	40	58.0	58.0	72.0	42	61.0	61.0	61.0	44	108.0	64.0	77.0	46	78.0	67.0	67.0	48	71.0	70.0	79.0	50	73.0	73.0	73.0	
Black	Dot	2	30	43.0	43.0	43.0	32	46.0	103.0	71.0	34	49.0	73.0	83.0	36	89.0	52.0	52.0	38	55.0	55.0	72.0	40	59.0	58.0	59.0	42	61.0	61.0	76.0	44	72.0	64.0	77.0	46	67.0	67.0	72.0	48	70.0	127.0	70.0	50	74.0	73.0	123.0	
Black	Dot	3	30	43.0	43.0	43.0	32	46.0	78.0	48.0	34	49.0	49.0	49.0	36	52.0	52.0	52.0	38	55.0	71.0	55.0	40	58.0	58.0	58.0	42	61.0	145.0	105.0	44	64.0	65.0	65.0	46	67.0	67.0	67.0	48	70.0	70.0	70.0	50	73.0	73.0	130.0	
Black	Dot	4	30	43.0	43.0	103.0	32	47.0	46.0	46.0	34	49.0	50.0	83.0	36	52.0	88.0	129.0	38	55.0	55.0	55.0	40	58.0	58.0	99.0	42	61.0	62.0	105.0	44	64.0	108.0	64.0	46	67.0	67.0	69.0	48	70.0	79.0	72.0	50	73.0	73.0	73.0	
Black	Dot	5	30	43.0	72.0	44.0	32	46.0	46.0	79.0	34	49.0	49.0	85.0	36	52.0	52.0	52.0	38	55.0	55.0	55.0	40	58.0	58.0	99.0	42	61.0	72.0	61.0	44	64.0	77.0	132.0	46	67.0	72.0	67.0	48	71.0	70.0	70.0	50	73.0	123.0	173.0	
Black	Dot	6	30	43.0	102.0	43.0	32	46.0	46.0	46.0	34	72.0	49.0	73.0	36	52.0	73.0	90.0	38	55.0	55.0	55.0	40	72.0	73.0	72.0	42	61.0	63.0	61.0	44	64.0	77.0	64.0	46	67.0	67.0	67.0	48	70.0	118.0	79.0	50	73.0	73.0	73.0	
Black	Dot	7	30	43.0	43.0	44.0	32	46.0	78.0	68.0	34	49.0	49.0	49.0	36	52.0	52.0	52.0	38	56.0	57.0	56.0	40	58.0	115.0	58.0	42	61.0	61.0	115.0	44	64.0	64.0	64.0	46	67.0	111.0	72.0	48	70.0	70.0	70.0	50	73.0	73.0	73.0	
Black	Dot	8	30	43.0	43.0	73.0	32	46.0	74.0	46.0	34	49.0	50.0	73.0	36	52.0	88.0	88.0	38	55.0	55.0	55.0	40	58.0	58.0	116.0	42	62.0	62.0	62.0	44	64.0	108.0	64.0	46	67.0	68.0	68.0	48	70.0	70.0	70.0	50	73.0	73.0	73.0	
Black	Dot	9	30	43.0	43.0	43.0	32	46.0	46.0	97.0	34	49.0	49.0	49.0	36	52.0	52.0	52.0	38	55.0	55.0	55.0	40	75.0	58.0	107.0	42	61.0	61.0	61.0	44	77.0	64.0	64.0	46	67.0	78.0	67.0	48	70.0	70.0	71.0	50	73.0	80.0	74.0	
Black	Dot	10	30	43.0	43.0	43.0	32	46.0	46.0	46.0	34	49.0	84.0	49.0	36	52.0	53.0	52.0	38	55.0	55.0	55.0	40	58.0	58.0	58.0	42	114.0	61.0	61.0	44	64.0	116.0	73.0	46	67.0	78.0	113.0	48	118.0	70.0	70.0	50	73.0	73.0	72.0	
Black	Dot	11	30	43.0	44.0	101.0	32	46.0	46.0	72.0	34	49.0	49.0	49.0	36	88.0	52.0	52.0	38	74.0	111.0	55.0	40	58.0	58.0	98.0	42	72.0	73.0	103.0	44	64.0	65.0	73.0	46	68.0	67.0	67.0	48	70.0	70.0	71.0	50	123.0	74.0	73.0	
