:	Dot		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Black	Dot	0	Ideal	c2	Atrasar/10	Atrasar/20	Atrasar/30	c5	Voltar/10	Voltar/20	Voltar/30	c9	Desviar/10	Desviar/20	Desviar/30	c17	Todos/10	Todos/20	Todos/30	
Black	Dot	1	40		58.0	58.0	61.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	72.0	
Black	Dot	2	40		58.0	58.0	58.0		138.0	98.0	98.0		58.0	58.0	75.0		59.0	58.0	59.0	
Black	Dot	3	40		58.0	58.0	59.0		58.0	58.0	98.0		58.0	58.0	103.0		58.0	58.0	58.0	
Black	Dot	4	40		58.0	58.0	58.0		98.0	58.0	98.0		58.0	72.0	58.0		58.0	58.0	99.0	
Black	Dot	5	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	106.0		58.0	58.0	99.0	
Black	Dot	6	40		58.0	58.0	59.0		58.0	98.0	98.0		75.0	72.0	75.0		72.0	73.0	72.0	
Black	Dot	7	40		59.0	58.0	60.0		58.0	98.0	98.0		58.0	58.0	75.0		58.0	115.0	58.0	
Black	Dot	8	40		58.0	58.0	61.0		58.0	58.0	58.0		58.0	72.0	72.0		58.0	58.0	116.0	
Black	Dot	9	40		58.0	59.0	59.0		58.0	98.0	98.0		58.0	126.0	106.0		75.0	58.0	107.0	
Black	Dot	10	40		58.0	58.0	59.0		58.0	58.0	138.0		58.0	58.0	92.0		58.0	58.0	58.0	
Black	Dot	11	40		58.0	58.0	59.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	98.0	
Black	Dot	12	40		58.0	58.0	59.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	98.0	
Black	Dot	13	40		58.0	58.0	59.0		58.0	58.0	58.0		89.0	92.0	58.0		58.0	58.0	60.0	
Black	Dot	14	40		58.0	58.0	58.0		58.0	58.0	98.0		58.0	165.0	58.0		58.0	58.0	59.0	
Black	Dot	15	40		58.0	58.0	61.0		58.0	58.0	58.0		58.0	58.0	75.0		58.0	59.0	58.0	
Black	Dot	16	40		58.0	58.0	61.0		58.0	58.0	58.0		75.0	75.0	123.0		58.0	58.0	58.0	
Black	Dot	17	40		58.0	59.0	58.0		58.0	98.0	58.0		58.0	58.0	109.0		58.0	72.0	58.0	
Black	Dot	18	40		58.0	59.0	61.0		58.0	58.0	58.0		58.0	58.0	157.0		58.0	59.0	72.0	
Black	Dot	19	40		59.0	58.0	58.0		58.0	58.0	58.0		58.0	72.0	58.0		58.0	58.0	98.0	
Black	Dot	20	40		58.0	59.0	59.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	75.0	75.0	
Black	Dot	21	40		58.0	59.0	59.0		58.0	58.0	58.0		58.0	58.0	89.0		58.0	58.0	58.0	
Black	Dot	22	40		58.0	59.0	58.0		58.0	58.0	58.0		58.0	75.0	58.0		58.0	58.0	58.0	
Black	Dot	23	40		58.0	59.0	58.0		58.0	58.0	98.0		58.0	75.0	58.0		58.0	58.0	58.0	
Black	Dot	24	40		58.0	59.0	58.0		58.0	58.0	58.0		58.0	58.0	264.0		58.0	58.0	58.0	
Black	Dot	25	40		58.0	59.0	58.0		58.0	58.0	58.0		58.0	72.0	72.0		58.0	58.0	58.0	
Black	Dot	26	40		58.0	58.0	62.0		58.0	98.0	58.0		58.0	58.0	72.0		58.0	58.0	58.0	
Black	Dot	27	40		59.0	58.0	60.0		58.0	58.0	98.0		58.0	58.0	72.0		58.0	59.0	58.0	
Black	Dot	28	40		59.0	58.0	59.0		58.0	58.0	138.0		58.0	58.0	117.0		58.0	98.0	58.0	
Black	Dot	29	40		58.0	59.0	58.0		58.0	58.0	98.0		58.0	123.0	72.0		58.0	58.0	76.0	
Black	Dot	30	40		58.0	58.0	59.0		58.0	58.0	178.0		58.0	151.0	58.0		58.0	58.0	75.0	
Black	Dot	31	40		58.0	58.0	58.0		58.0	58.0	98.0		58.0	75.0	72.0		58.0	58.0	76.0	
Black	Dot	32	40		58.0	58.0	59.0		58.0	58.0	58.0		58.0	72.0	106.0		58.0	59.0	75.0	
Black	Dot	33	40		58.0	59.0	58.0		58.0	98.0	58.0		58.0	58.0	72.0		58.0	58.0	76.0	
Black	Dot	34	40		58.0	59.0	58.0		58.0	58.0	58.0		58.0	75.0	72.0		58.0	58.0	58.0	
Black	Dot	35	40		59.0	58.0	59.0		58.0	98.0	58.0		109.0	120.0	58.0		58.0	58.0	58.0	
Black	Dot	36	40		59.0	58.0	65.0		58.0	58.0	58.0		58.0	165.0	72.0		58.0	58.0	58.0	
Black	Dot	37	40		58.0	58.0	58.0		98.0	58.0	98.0		58.0	58.0	75.0		58.0	58.0	100.0	
Black	Dot	38	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	59.0	72.0	
Black	Dot	39	40		58.0	59.0	59.0		58.0	58.0	58.0		58.0	75.0	75.0		58.0	58.0	59.0	
Black	Dot	40	40		58.0	58.0	61.0		178.0	58.0	58.0		58.0	58.0	236.0		58.0	59.0	72.0	
Black	Dot	41	40		58.0	60.0	60.0		58.0	58.0	58.0		58.0	58.0	58.0		98.0	75.0	58.0	
Black	Dot	42	40		58.0	59.0	60.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	43	40		58.0	60.0	58.0		58.0	58.0	58.0		58.0	58.0	106.0		58.0	59.0	58.0	
Black	Dot	44	40		58.0	59.0	59.0		58.0	98.0	58.0		72.0	58.0	123.0		58.0	58.0	58.0	
Black	Dot	45	40		58.0	58.0	59.0		58.0	58.0	138.0		58.0	58.0	106.0		58.0	115.0	58.0	
Black	Dot	46	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	59.0	75.0	
Black	Dot	47	40		58.0	58.0	60.0		58.0	58.0	138.0		58.0	58.0	72.0		98.0	75.0	58.0	
Black	Dot	48	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	120.0		58.0	58.0	59.0	
Black	Dot	49	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	75.0	219.0		58.0	58.0	58.0	
Black	Dot	50	40		58.0	58.0	59.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	59.0	58.0	
Black	Dot	51	40		58.0	58.0	58.0		58.0	98.0	138.0		58.0	58.0	58.0		72.0	58.0	58.0	
Black	Dot	52	40		58.0	59.0	58.0		58.0	58.0	58.0		72.0	58.0	106.0		58.0	58.0	58.0	
Black	Dot	53	40		58.0	60.0	58.0		58.0	98.0	98.0		72.0	58.0	89.0		58.0	58.0	58.0	
Black	Dot	54	40		58.0	59.0	60.0		58.0	98.0	58.0		58.0	72.0	72.0		58.0	58.0	76.0	
Black	Dot	55	40		58.0	58.0	59.0		58.0	58.0	98.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	56	40		58.0	58.0	59.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	103.0	
Black	Dot	57	40		58.0	59.0	59.0		58.0	58.0	58.0		58.0	58.0	92.0		58.0	115.0	58.0	
Black	Dot	58	40		58.0	58.0	59.0		58.0	58.0	58.0		58.0	75.0	72.0		58.0	58.0	58.0	
Black	Dot	59	40		58.0	59.0	58.0		58.0	98.0	138.0		58.0	58.0	58.0		59.0	58.0	58.0	
Black	Dot	60	40		58.0	61.0	58.0		58.0	98.0	58.0		58.0	58.0	103.0		58.0	58.0	59.0	
Black	Dot	61	40		58.0	59.0	59.0		58.0	58.0	58.0		58.0	75.0	202.0		58.0	58.0	58.0	
Black	Dot	62	40		58.0	58.0	58.0		58.0	58.0	98.0		58.0	89.0	58.0		58.0	58.0	58.0	
Black	Dot	63	40		58.0	58.0	59.0		58.0	58.0	58.0		72.0	72.0	58.0		75.0	58.0	58.0	
Black	Dot	64	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	72.0	58.0		58.0	58.0	59.0	
Black	Dot	65	40		58.0	59.0	58.0		58.0	58.0	58.0		106.0	58.0	58.0		58.0	75.0	58.0	
Black	Dot	66	40		58.0	58.0	59.0		98.0	58.0	58.0		58.0	72.0	106.0		58.0	58.0	98.0	
Black	Dot	67	40		59.0	58.0	58.0		58.0	98.0	98.0		58.0	58.0	58.0		58.0	58.0	59.0	
Black	Dot	68	40		58.0	61.0	58.0		58.0	58.0	98.0		58.0	120.0	58.0		58.0	58.0	72.0	
Black	Dot	69	40		58.0	58.0	59.0		58.0	58.0	98.0		58.0	58.0	58.0		60.0	58.0	58.0	
Black	Dot	70	40		58.0	58.0	59.0		58.0	58.0	58.0		72.0	58.0	58.0		58.0	73.0	59.0	
Black	Dot	71	40		58.0	59.0	60.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	72	40		58.0	59.0	61.0		58.0	98.0	58.0		58.0	58.0	120.0		58.0	58.0	98.0	
Black	Dot	73	40		59.0	58.0	59.0		58.0	58.0	58.0		58.0	120.0	72.0		58.0	58.0	98.0	
Black	Dot	74	40		58.0	58.0	60.0		58.0	58.0	58.0		75.0	134.0	58.0		98.0	58.0	58.0	
Black	Dot	75	40		59.0	58.0	58.0		58.0	58.0	58.0		58.0	75.0	58.0		58.0	58.0	72.0	
Black	Dot	76	40		58.0	58.0	59.0		98.0	58.0	58.0		58.0	58.0	58.0		98.0	58.0	75.0	
Black	Dot	77	40		58.0	59.0	58.0		58.0	58.0	58.0		58.0	75.0	117.0		58.0	58.0	58.0	
Black	Dot	78	40		58.0	58.0	61.0		58.0	58.0	58.0		58.0	58.0	123.0		58.0	59.0	58.0	
Black	Dot	79	40		58.0	58.0	58.0		98.0	98.0	58.0		72.0	58.0	58.0		59.0	58.0	98.0	
Black	Dot	80	40		60.0	58.0	58.0		58.0	58.0	58.0		58.0	89.0	157.0		58.0	58.0	58.0	
Black	Dot	81	40		58.0	59.0	59.0		58.0	58.0	58.0		72.0	106.0	92.0		58.0	58.0	58.0	
Black	Dot	82	40		58.0	61.0	58.0		58.0	58.0	58.0		58.0	58.0	75.0		58.0	58.0	58.0	
Black	Dot	83	40		58.0	59.0	59.0		58.0	58.0	58.0		75.0	58.0	137.0		58.0	98.0	58.0	
Black	Dot	84	40		58.0	58.0	59.0		98.0	58.0	58.0		58.0	89.0	75.0		58.0	60.0	58.0	
Black	Dot	85	40		59.0	59.0	58.0		58.0	58.0	138.0		58.0	72.0	72.0		58.0	58.0	151.0	
Black	Dot	86	40		58.0	58.0	58.0		58.0	58.0	98.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	87	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	72.0	58.0		58.0	58.0	58.0	
Black	Dot	88	40		58.0	58.0	58.0		58.0	58.0	98.0		58.0	58.0	58.0		58.0	59.0	58.0	
Black	Dot	89	40		58.0	58.0	59.0		58.0	58.0	58.0		58.0	165.0	72.0		58.0	59.0	59.0	
Black	Dot	90	40		58.0	58.0	58.0		98.0	98.0	58.0		58.0	58.0	75.0		58.0	58.0	60.0	
Black	Dot	91	40		58.0	58.0	61.0		58.0	58.0	98.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	92	40		59.0	58.0	63.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	100.0	98.0	
Black	Dot	93	40		58.0	58.0	58.0		58.0	58.0	138.0		58.0	89.0	75.0		58.0	58.0	75.0	
Black	Dot	94	40		58.0	58.0	58.0		58.0	58.0	58.0		72.0	58.0	75.0		58.0	58.0	58.0	
Black	Dot	95	40		58.0	58.0	61.0		58.0	98.0	58.0		58.0	58.0	58.0		58.0	59.0	58.0	
Black	Dot	96	40		58.0	59.0	59.0		58.0	58.0	58.0		58.0	58.0	72.0		58.0	58.0	58.0	
Black	Dot	97	40		58.0	58.0	58.0		58.0	98.0	58.0		58.0	58.0	58.0		58.0	72.0	58.0	
Black	Dot	98	40		58.0	58.0	58.0		98.0	58.0	58.0		58.0	58.0	165.0		58.0	58.0	98.0	
Black	Dot	99	40		58.0	58.0	59.0		58.0	98.0	98.0		58.0	89.0	58.0		58.0	58.0	59.0	
Black	Dot	100	40		60.0	58.0	61.0		58.0	58.0	58.0		58.0	58.0	72.0		58.0	59.0	58.0	
Black	Dot	101	40		58.0	59.0	60.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	102	40		58.0	58.0	59.0		58.0	58.0	58.0		58.0	58.0	165.0		58.0	58.0	58.0	
Black	Dot	103	40		58.0	59.0	58.0		98.0	58.0	58.0		58.0	58.0	117.0		58.0	58.0	98.0	
Black	Dot	104	40		58.0	58.0	58.0		58.0	58.0	98.0		58.0	58.0	117.0		58.0	58.0	75.0	
Black	Dot	105	40		58.0	58.0	61.0		58.0	58.0	138.0		58.0	58.0	72.0		58.0	58.0	72.0	
Black	Dot	106	40		58.0	58.0	59.0		58.0	138.0	58.0		58.0	72.0	89.0		58.0	58.0	58.0	
Black	Dot	107	40		59.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	106.0		58.0	75.0	58.0	
Black	Dot	108	40		59.0	59.0	61.0		58.0	58.0	58.0		58.0	58.0	109.0		58.0	58.0	76.0	
Black	Dot	109	40		58.0	58.0	61.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	110	40		58.0	58.0	61.0		98.0	58.0	58.0		58.0	58.0	165.0		58.0	75.0	58.0	
Black	Dot	111	40		58.0	58.0	61.0		58.0	58.0	58.0		58.0	58.0	154.0		72.0	58.0	161.0	
Black	Dot	112	40		58.0	59.0	58.0		58.0	58.0	58.0		58.0	75.0	72.0		58.0	58.0	58.0	
Black	Dot	113	40		58.0	58.0	58.0		58.0	58.0	58.0		75.0	58.0	168.0		58.0	58.0	117.0	
Black	Dot	114	40		58.0	58.0	62.0		58.0	58.0	58.0		89.0	58.0	58.0		58.0	59.0	58.0	
Black	Dot	115	40		58.0	61.0	58.0		58.0	58.0	178.0		58.0	58.0	58.0		58.0	58.0	75.0	
Black	Dot	116	40		59.0	58.0	59.0		58.0	58.0	58.0		58.0	75.0	58.0		58.0	58.0	58.0	
Black	Dot	117	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	118	40		58.0	58.0	63.0		58.0	98.0	58.0		58.0	72.0	58.0		58.0	58.0	98.0	
Black	Dot	119	40		58.0	60.0	59.0		178.0	98.0	58.0		58.0	58.0	72.0		58.0	58.0	58.0	
Black	Dot	120	40		59.0	58.0	58.0		58.0	98.0	98.0		58.0	75.0	58.0		58.0	58.0	58.0	
Black	Dot	121	40		58.0	58.0	58.0		58.0	58.0	58.0		72.0	58.0	75.0		58.0	58.0	58.0	
Black	Dot	122	40		59.0	58.0	59.0		98.0	98.0	138.0		58.0	58.0	58.0		58.0	59.0	58.0	
Black	Dot	123	40		58.0	58.0	58.0		58.0	58.0	58.0		103.0	75.0	188.0		58.0	72.0	59.0	
Black	Dot	124	40		59.0	58.0	58.0		58.0	58.0	58.0		75.0	58.0	58.0		58.0	58.0	72.0	
Black	Dot	125	40		58.0	58.0	59.0		98.0	58.0	58.0		58.0	72.0	58.0		58.0	58.0	58.0	
Black	Dot	126	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	127	40		58.0	58.0	59.0		98.0	58.0	58.0		58.0	58.0	72.0		58.0	58.0	58.0	
Black	Dot	128	40		58.0	58.0	58.0		58.0	98.0	58.0		58.0	72.0	58.0		58.0	58.0	58.0	
Black	Dot	129	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	72.0	
Black	Dot	130	40		58.0	58.0	61.0		58.0	58.0	58.0		58.0	75.0	134.0		58.0	75.0	58.0	
Black	Dot	131	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	120.0		58.0	113.0	58.0	
Black	Dot	132	40		58.0	59.0	59.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	133	40		58.0	59.0	62.0		58.0	58.0	58.0		58.0	58.0	58.0		59.0	59.0	75.0	
Black	Dot	134	40		58.0	60.0	58.0		58.0	58.0	58.0		58.0	89.0	120.0		58.0	58.0	58.0	
Black	Dot	135	40		58.0	64.0	58.0		58.0	58.0	58.0		123.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	136	40		58.0	58.0	58.0		58.0	58.0	138.0		58.0	75.0	171.0		58.0	58.0	58.0	
Black	Dot	137	40		58.0	59.0	58.0		58.0	58.0	58.0		58.0	72.0	117.0		75.0	58.0	58.0	
Black	Dot	138	40		58.0	58.0	58.0		98.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	92.0	
Black	Dot	139	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	113.0	
Black	Dot	140	40		58.0	59.0	61.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	141	40		58.0	59.0	58.0		58.0	58.0	98.0		58.0	72.0	92.0		58.0	59.0	58.0	
Black	Dot	142	40		58.0	58.0	59.0		58.0	98.0	58.0		58.0	58.0	58.0		58.0	58.0	90.0	
Black	Dot	143	40		58.0	58.0	58.0		58.0	98.0	58.0		58.0	58.0	117.0		98.0	59.0	98.0	
Black	Dot	144	40		58.0	59.0	58.0		58.0	58.0	98.0		58.0	58.0	75.0		58.0	60.0	72.0	
Black	Dot	145	40		58.0	59.0	58.0		58.0	58.0	58.0		58.0	75.0	123.0		58.0	59.0	75.0	
Black	Dot	146	40		58.0	60.0	59.0		58.0	58.0	58.0		58.0	75.0	58.0		58.0	58.0	58.0	
Black	Dot	147	40		58.0	58.0	58.0		58.0	98.0	178.0		58.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	148	40		58.0	59.0	58.0		58.0	58.0	58.0		72.0	58.0	58.0		58.0	58.0	58.0	
Black	Dot	149	40		58.0	58.0	59.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	98.0	
Black	Dot	150	40		58.0	58.0	58.0		58.0	98.0	58.0		58.0	72.0	58.0		98.0	76.0	58.0	
Black	Dot	151	40		58.0	58.0	59.0		58.0	98.0	98.0		58.0	58.0	120.0		58.0	58.0	73.0	
Black	Dot	152	40		58.0	58.0	60.0		58.0	58.0	98.0		58.0	72.0	75.0		58.0	58.0	72.0	
Black	Dot	153	40		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	154.0		58.0	58.0	58.0	
Black	Dot	154	40		58.0	58.0	60.0		58.0	58.0	58.0		58.0	58.0	58.0		58.0	58.0	72.0	
Black	Dot	155	40		58.0	59.0	59.0		58.0	58.0	58.0		58.0	58.0	58.0		73.0	59.0	72.0	
