:	Dot		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Black	Dot	0	5/I	5/10	5/20	5/30	4/I	4/10	4/20	4/30	3/I	3/10	3/20	3/30	2/I	2/10	2/20	2/30	1/I	1/10	1/20	1/30	0/I	0/10	0/20	0/30	-1/I	-1/10	-1/20	-1/30	-2/I	-2/10	-2/20	-2/30	-3-I	-3/10	-3/20	-3/30	-4/I	-4/10	-4/20	-4/30	-5/I	-5/10	-5/20	-5/30	
Black	Dot	1	30	43.0	70.0	43.0	32	71.0	46.0	46.0	34	49.0	143.0	95.0	36	52.0	119.0	52.0	38	61.0	55.0	72.0	40	58.0	58.0	58.0	42	61.0	102.0	72.0	44	64.0	64.0	72.0	46	67.0	67.0	67.0	48	70.0	73.0	72.0	50	80.0	73.0	120.0	
Black	Dot	2	30	72.0	43.0	43.0	32	46.0	46.0	95.0	34	49.0	49.0	97.0	36	52.0	52.0	93.0	38	61.0	55.0	72.0	40	58.0	58.0	75.0	42	61.0	72.0	61.0	44	64.0	64.0	64.0	46	67.0	67.0	125.0	48	79.0	73.0	70.0	50	73.0	73.0	79.0	
Black	Dot	3	30	43.0	43.0	43.0	32	46.0	46.0	46.0	34	49.0	49.0	97.0	36	72.0	52.0	100.0	38	61.0	55.0	55.0	40	58.0	58.0	103.0	42	72.0	87.0	72.0	44	64.0	64.0	64.0	46	72.0	67.0	109.0	48	70.0	73.0	161.0	50	73.0	73.0	73.0	
Black	Dot	4	30	43.0	120.0	43.0	32	46.0	72.0	46.0	34	49.0	49.0	72.0	36	52.0	52.0	52.0	38	105.0	55.0	55.0	40	58.0	72.0	58.0	42	61.0	76.0	61.0	44	64.0	72.0	77.0	46	67.0	109.0	72.0	48	72.0	86.0	118.0	50	121.0	86.0	73.0	
Black	Dot	5	30	43.0	43.0	70.0	32	46.0	120.0	46.0	34	49.0	49.0	143.0	36	52.0	52.0	73.0	38	61.0	72.0	55.0	40	58.0	58.0	106.0	42	61.0	61.0	72.0	44	64.0	77.0	72.0	46	67.0	67.0	67.0	48	72.0	73.0	79.0	50	73.0	73.0	120.0	
Black	Dot	6	30	43.0	43.0	141.0	32	46.0	46.0	72.0	34	49.0	49.0	49.0	36	52.0	121.0	52.0	38	61.0	55.0	120.0	40	75.0	72.0	75.0	42	61.0	61.0	61.0	44	64.0	64.0	107.0	46	67.0	67.0	78.0	48	70.0	73.0	70.0	50	73.0	73.0	128.0	
Black	Dot	7	30	43.0	43.0	43.0	32	72.0	46.0	46.0	34	49.0	120.0	49.0	36	52.0	119.0	52.0	38	61.0	55.0	55.0	40	58.0	58.0	75.0	42	61.0	61.0	61.0	44	72.0	85.0	64.0	46	89.0	67.0	109.0	48	70.0	73.0	111.0	50	73.0	73.0	73.0	
Black	Dot	8	30	70.0	43.0	43.0	32	46.0	71.0	71.0	34	49.0	49.0	49.0	36	52.0	52.0	120.0	38	61.0	55.0	55.0	40	58.0	72.0	72.0	42	61.0	109.0	61.0	44	64.0	64.0	64.0	46	115.0	67.0	67.0	48	70.0	73.0	122.0	50	72.0	73.0	73.0	
Black	Dot	9	30	72.0	43.0	43.0	32	46.0	46.0	46.0	34	49.0	95.0	72.0	36	72.0	52.0	73.0	38	72.0	91.0	55.0	40	58.0	126.0	106.0	42	61.0	72.0	135.0	44	64.0	72.0	77.0	46	67.0	78.0	72.0	48	70.0	73.0	118.0	50	73.0	73.0	72.0	
Black	Dot	10	30	43.0	70.0	43.0	32	46.0	46.0	72.0	34	72.0	49.0	49.0	36	73.0	52.0	52.0	38	61.0	55.0	91.0	40	58.0	58.0	92.0	42	61.0	61.0	72.0	44	64.0	64.0	64.0	46	67.0	67.0	67.0	48	70.0	73.0	70.0	50	72.0	73.0	79.0	
Black	Dot	11	30	70.0	70.0	43.0	32	46.0	46.0	96.0	34	49.0	120.0	95.0	36	52.0	52.0	119.0	38	61.0	101.0	101.0	40	58.0	58.0	58.0	42	61.0	61.0	61.0	44	64.0	64.0	64.0	46	109.0	72.0	78.0	48	70.0	73.0	79.0	50	73.0	73.0	73.0	
Black	Dot	12	30	43.0	43.0	43.0	32	71.0	121.0	46.0	34	49.0	95.0	49.0	36	52.0	73.0	52.0	38	61.0	74.0	55.0	40	58.0	58.0	58.0	42	61.0	61.0	72.0	44	64.0	77.0	85.0	46	67.0	67.0	67.0	48	70.0	73.0	79.0	50	80.0	73.0	113.0	
Black	Dot	13	30	43.0	99.0	72.0	32	46.0	72.0	46.0	34	49.0	49.0	49.0	36	99.0	72.0	52.0	38	72.0	55.0	101.0	40	89.0	92.0	58.0	42	61.0	61.0	72.0	44	64.0	64.0	64.0	46	67.0	67.0	175.0	48	70.0	73.0	70.0	50	72.0	73.0	73.0	
Black	Dot	14	30	43.0	43.0	43.0	32	46.0	46.0	122.0	34	49.0	72.0	72.0	36	73.0	72.0	72.0	38	61.0	55.0	93.0	40	58.0	165.0	58.0	42	61.0	61.0	61.0	44	72.0	64.0	163.0	46	67.0	109.0	72.0	48	70.0	72.0	70.0	50	73.0	72.0	73.0	
Black	Dot	15	30	43.0	43.0	43.0	32	46.0	46.0	97.0	34	72.0	49.0	49.0	36	73.0	52.0	52.0	38	61.0	156.0	74.0	40	58.0	58.0	75.0	42	61.0	61.0	72.0	44	64.0	64.0	64.0	46	67.0	67.0	67.0	48	70.0	73.0	81.0	50	73.0	73.0	73.0	
Black	Dot	16	30	43.0	43.0	91.0	32	72.0	71.0	46.0	34	72.0	49.0	49.0	36	52.0	52.0	52.0	38	76.0	55.0	55.0	40	75.0	75.0	123.0	42	61.0	61.0	61.0	44	64.0	72.0	64.0	46	67.0	78.0	94.0	48	70.0	73.0	72.0	50	73.0	73.0	73.0	
Black	Dot	17	30	43.0	43.0	43.0	32	46.0	46.0	71.0	34	72.0	49.0	72.0	36	52.0	52.0	72.0	38	91.0	139.0	101.0	40	58.0	58.0	109.0	42	61.0	61.0	61.0	44	64.0	64.0	64.0	46	78.0	78.0	67.0	48	70.0	73.0	111.0	50	73.0	73.0	73.0	
Black	Dot	18	30	43.0	99.0	43.0	32	72.0	46.0	72.0	34	49.0	72.0	49.0	36	73.0	52.0	52.0	38	61.0	122.0	74.0	40	58.0	58.0	157.0	42	61.0	61.0	72.0	44	64.0	120.0	72.0	46	67.0	72.0	67.0	48	70.0	73.0	72.0	50	72.0	73.0	73.0	
Black	Dot	19	30	43.0	70.0	43.0	32	46.0	46.0	46.0	34	49.0	49.0	49.0	36	52.0	52.0	52.0	38	61.0	55.0	55.0	40	58.0	72.0	58.0	42	72.0	87.0	61.0	44	77.0	160.0	198.0	46	67.0	67.0	157.0	48	70.0	73.0	118.0	50	73.0	73.0	73.0	
Black	Dot	20	30	43.0	43.0	120.0	32	46.0	147.0	46.0	34	49.0	49.0	49.0	36	52.0	52.0	73.0	38	61.0	72.0	72.0	40	58.0	58.0	58.0	42	61.0	72.0	72.0	44	77.0	64.0	64.0	46	67.0	67.0	78.0	48	70.0	73.0	122.0	50	72.0	73.0	73.0	
Black	Dot	21	30	43.0	145.0	118.0	32	46.0	71.0	97.0	34	49.0	49.0	72.0	36	52.0	52.0	52.0	38	61.0	55.0	55.0	40	58.0	58.0	89.0	42	61.0	76.0	76.0	44	64.0	72.0	64.0	46	78.0	78.0	67.0	48	70.0	73.0	140.0	50	73.0	73.0	128.0	
